"","Habt.G","Habt.J","Habt.P","Shal.GJ","Shal.JP","Shal.GP","Deep.GJ","Deep.JP","Deep.GP","West.GW","West.JW","West.PW"
"1",NA,NA,-0.00950943396226415,NA,-0.00434387513605816,-0.00208993460527203,NA,NA,NA,0.00296280039504002,-3.12250225675825e-17,-0.0032208193764494
"2",-0.0507551888383419,0.0620372734235384,NA,-0.00478468899521531,NA,0.00444444444444445,-0.010123315111228,0.0486370847900529,-0.0057735694871293,-0.00275876162256046,0.0555555555555556,NA
"3",-0.0388309495494642,0.140688095622678,-0.03998424266299,0.0283574902980941,-0.0354248791986441,0.000197774855656268,0.0389256311500294,0.0909090909090909,-0.0505902389145676,0.0453183156600745,NA,0.0970469984749757
"4",NA,NA,0.0590971519082515,NA,0.0507580751483191,0.0590971519082515,NA,NA,NA,0.0384615384615384,0.0346347260149997,0.0384615384615384
"5",0.0083077552690812,NA,NA,NA,NA,NA,0.00571921383505058,NA,0.00571921383505058,-0.04,0.00571921383505058,0.00571921383505058
"6",NA,-0.00498240341650527,-7.63278329429794e-17,NA,-0.00498240341650527,0.00222461428058837,-0.00498240341650527,-7.63278329429794e-17,NA,NA,-0.00498240341650527,NA
"7",-0.0299575256239593,-0.0504194654254578,-0.0127207496169469,-0.0307856287628915,-0.0386445474847971,-0.0162519081874782,-0.0432692307692308,-0.0100811748190881,-0.00450186881291569,-0.0169802091663626,-0.0235838374688622,-0.036280717600028
"8",-0.0341496370989383,-0.0478458249431886,0.107142857142857,-0.0556716425225743,-0.0309298044918113,-0.00609756097560974,-0.0264423076923077,0.0815250812615303,0.0420899854862119,-0.0267901438729949,-0.00106885465868535,0.00571921383505058
"9",NA,0.00255416593271102,NA,0.00494211477067459,0.00494211477067459,NA,NA,NA,NA,NA,NA,NA
"10",0.00222461428058837,NA,-0.00434387513605816,NA,-0.00434387513605816,0,-7.63278329429794e-17,NA,-0.00238958470665796,-0.019572526663234,0.0420899854862119,0.0384615384615384
"11",-0.0332961391510911,NA,NA,-0.00434387513605816,NA,0,-7.63278329429794e-17,NA,-0.00238958470665796,-0.00238958470665796,NA,NA
"12",0.00222461428058837,NA,-0.00434387513605816,NA,-0.00434387513605816,0,-7.63278329429794e-17,NA,-0.00238958470665796,-0.0356685105748183,0.00255416593271102,8.67361737988405e-17
"13",-0.00275876162256046,0.0454545454545454,NA,-0.0057735694871293,NA,-0.00275876162256046,0.0503437261301298,0.0503437261301298,NA,NA,0.0454545454545454,NA
"14",0.00296280039504002,-0.0661157024793389,-3.12250225675825e-17,0.0549784438513652,-0.021947424144804,0.00296280039504002,-0.0525633586290572,0.00694444444444443,-3.12250225675825e-17,-0.0415938541591062,-0.0588235294117647,0.00347801892042303
"15",-0.0385999454819649,0.0598086124401914,-0.0472427647016995,-0.0505327454027708,0.0414250207125103,0.0349652277598958,0.0592609655249027,0.326599326599327,0.0852837246599666,-0.044014715196373,0.0598086124401914,0.0606060606060606
"16",0.00296280039504002,-0.0661157024793389,-3.12250225675825e-17,0.0549784438513652,-0.021947424144804,0.00296280039504002,-0.0525633586290572,0.00694444444444443,-3.12250225675825e-17,-0.0415938541591062,-0.0588235294117647,0.00347801892042303
"17",0.00296280039504002,NA,NA,NA,NA,NA,-0.0032208193764494,NA,-3.12250225675825e-17,-0.0100848548207026,0.0606060606060606,0.0681671134115907
"18",NA,0.00694444444444443,0.00222461428058837,NA,NA,NA,0.00694444444444443,-0.0414630741309507,-0.00498240341650527,NA,-2.77555756156289e-17,-0.00782975306163428
"19",0.0152582285831031,-0.0605238060303719,-0.00208993460527203,-0.0416801180954369,0.0464216741660904,0.0398112806963742,0.025974025974026,0.137466307277628,0.00970390644438924,-0.0267379679144385,-0.0227272727272728,0.0594059405940594
"20",-0.0153172866520788,0.0929035387974019,-0.0522529648311448,0.0666603776551421,-0.0309298044918113,0.00450437360146467,-0.00580628001625958,0.0101809954751131,-0.0443732414745291,0.0541039250973871,0.158070385489239,0.013392587826017
"21",-0.00950943396226415,NA,-0.0215946843853821,-0.00434387513605816,-0.00238958470665796,-0.0332961391510911,NA,0.0288511076764555,0.0250780541847115,NA,NA,0.0288511076764555
"22",0.0125423053951823,-0.0207022779925963,NA,0.00494211477067459,0.00255416593271102,NA,-0.0291107607738169,0.0498423569521339,0.00970390644438924,0.00347801892042303,0.0416666666666667,NA
"23",0.121969444454619,0.0462197670632962,0.01939633559855,0.119054812004543,0.0659715219805658,-0.0290794734494759,0.0488982115499717,0.00501672240802677,-0.0405059561162739,-0.0557463318913615,0.0521740348060277,-0.0364368230626941
"24",-0.0407689758037786,0.219035431684238,-0.0295215814094137,0.0243387601467789,0.0119488043324255,-0.0342835437504576,0.0793192962215172,0.105390830974928,-0.0432879377431907,-0.027518697502215,0.0246277855975101,-0.0154626171418004
"25",-0.00782975306163428,-0.0582495878067078,NA,-0.019572526663234,0.0346347260149997,-0.00498240341650527,-0.00645161290322579,0.0114068441064639,NA,NA,0.00591715976331363,NA
"26",-0.00782975306163428,0.0346347260149997,0.0165985154399977,-0.019572526663234,-0.0238733361086359,0.0165985154399977,NA,-0.00498240341650527,-0.00782975306163428,NA,NA,-0.00238958470665796
"27",0.00970390644438924,NA,0.0288511076764555,NA,NA,NA,0.00347801892042303,0.0288511076764555,-0.0318424248825051,0.00669537092354926,NA,0.0323806605760818
"28",NA,0.0458554758121953,0.0304033687544426,0.053662677192089,-0.0329698406790098,0.0333333333333333,NA,NA,NA,NA,NA,NA
"29",0.0464216741660904,-0.0397389935899896,0.00571921383505058,-0.0343163495444735,0.00255416593271102,-0.00208993460527203,0.0143857735057785,-0.0415938541591062,0.023224043715847,0.096585991863321,1.00613961606655e-16,-0.0032208193764494
"30",0.0464216741660904,-0.0397389935899896,0.00571921383505058,-0.0343163495444735,0.00255416593271102,-0.00208993460527203,0.0143857735057785,-0.0415938541591062,0.023224043715847,0.096585991863321,1.00613961606655e-16,-0.0032208193764494
"31",0.0894857692323634,-0.0403942720154899,-0.0280029320667257,-0.0416801180954369,-0.013215399769634,0.0154440154440155,0.0375,0.0486995060475135,-0.0587802303312306,-0.000143597530338039,-0.039297180477414,0.00665188470066516
"32",NA,NA,0.0323806605760818,NA,0.0288511076764555,0.0388874950718612,NA,NA,NA,0.00255416593271102,-0.00275876162256046,8.67361737988405e-17
"33",-0.0185474183112211,-0.0282485875706214,0.0323806605760818,0.0218963111511117,-0.0195729313677034,-0.0185474183112211,-0.0348539746534369,0.0458554758121953,0.0323806605760818,0.0166542037692997,0.000374082270389735,0.138461538461538
"34",-0.0231014421962965,-0.04,0.00255416593271102,-0.0292109525164447,0.00571921383505058,0.0304033687544426,-0.0368303957757072,-0.0384043233902422,-0.0356685105748183,-0.019572526663234,-0.0267901438729949,-0.0230769230769231
"35",-0.00208993460527203,NA,0.0672282291316428,-0.00679998660101162,0.062835127298725,0.00820867330186381,NA,NA,NA,NA,NA,NA
"36",-0.0443699099658998,-0.0214285714285714,-0.0226818877720828,-0.0502600898962423,-0.00706117089233379,0.000197774855656268,-0.0309298044918113,-0.030234849360639,-0.0406252324452573,-0.0522529648311448,-0.0268856964833718,-0.0393559928443649
"37",0.0629601776088552,0.0555555555555556,0.0815250812615303,-0.0443860210708969,0.0681646099614399,0.0629601776088552,NA,0.0721236811208207,0.0815250812615303,NA,NA,0.0769230769230769
"38",-0.00787897561920667,-0.0305039787798409,-0.0245781892806613,0.0595722811126417,-0.031969776035836,0.0065359477124183,-0.0544871794871795,-0.0349166314780366,-0.0349166314780366,-0.0202429149797571,-0.0202429149797571,-0.0281377780857994
