2	69
9	17
11	64
17	30
18	3
22	80
25	13
26	3
27	45
28	23
33	15
35	2
36	80
42	8
45	71
47	56
50	49
51	41
53	76
57	39
59	50
64	71
74	23
82	64
83	12
84	37
87	64
95	24
96	23
97	17
98	65
100	27
102	9
104	7
105	67
106	34
113	11
116	22
119	7
120	32
121	78
123	53
130	71
133	15
145	37
149	68
152	62
164	56
166	5
167	17
169	14
175	23
179	54
180	15
189	30
197	19
198	33
200	42
201	2
204	34
210	56
212	1
216	25
218	67
225	18
229	55
231	34
232	51
233	2
239	56
242	19
243	51
245	23
249	64
251	50
253	39
254	5
255	37
256	45
258	66
259	69
262	3
266	74
271	16
272	28
284	78
285	37
286	30
287	42
288	30
289	79
295	18
299	18
311	20
313	24
315	47
317	76
319	26
320	25
321	62
323	72
324	64
326	58
327	29
331	33
333	45
334	42
337	63
340	58
350	41
352	46
358	12
359	36
360	66
362	13
368	80
378	56
380	59
381	45
382	50
385	35
386	24
390	41
391	50
393	51
398	55
400	10
401	23
405	19
407	15
412	51
413	50
414	56
415	25
418	52
422	12
424	69
425	69
432	75
441	65
443	49
445	48
446	22
449	2
451	33
452	42
456	76
457	3
459	47
460	17
461	80
463	38
465	19
467	47
470	76
471	11
472	19
476	22
477	22
479	49
480	39
483	15
492	61
496	72
499	14
501	77
509	35
515	7
520	57
523	18
526	2
532	39
535	30
538	29
541	40
542	17
543	1
544	4
546	34
547	41
550	3
561	76
562	70
565	49
568	3
570	79
572	18
577	36
583	61
588	71
590	29
591	16
592	71
594	38
596	74
597	22
599	74
603	31
605	59
606	72
607	21
609	50
613	36
616	17
621	69
622	52
626	35
627	29
632	74
633	42
636	71
639	78
640	72
643	7
644	65
652	32
655	71
656	7
657	30
659	74
662	45
663	64
664	75
666	72
667	51
668	67
669	52
670	59
671	39
672	15
673	20
676	56
680	20
683	50
690	28
696	19
700	70
703	38
708	60
710	45
718	65
720	74
722	65
726	74
735	16
736	63
743	71
744	59
746	75
748	59
750	16
751	76
753	61
754	41
755	64
756	1
761	77
765	71
766	24
772	38
773	57
780	23
783	56
785	36
786	8
791	80
792	39
795	61
802	37
803	20
805	15
806	17
818	51
822	11
823	44
828	53
838	53
841	17
842	13
845	40
846	26
847	68
850	45
856	36
861	57
862	71
863	78
871	8
874	70
876	67
887	72
894	78
899	32
903	80
905	55
911	6
914	52
915	62
918	63
920	24
923	16
928	67
929	58
933	19
942	34
944	34
948	4
949	21
951	74
952	75
957	44
959	44
962	14
963	72
966	3
968	27
971	22
974	22
976	74
981	67
983	25
984	80
985	70
987	37
990	69
991	25
995	64
998	57
1004	52
1006	76
1009	35
1013	74
1016	65
1021	31
1023	5
1024	3
